name,location,total_price,Nbr_of_nights,Nbr_of_persons,room_type,beds,rating,rating_title,number_of_ratings,distance_from_centre,start_date,end_date,breakfast_inclusion,free_cancellation,url
Citadines City Centre Lille,Lille Centre, 2821,29,2,Studio,Beds: 1 double or 2 singles,8.3,Very good,"1,245 reviews",700 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/citadines-aparthotel-lille-centre.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=21857306_93945015_2_2_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=166&highlighted_blocks=21857306_93945015_2_2_0&hpos=16&no_rooms=1&sr_order=price&sr_pri_blocks=21857306_93945015_2_2_0__282100&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Campanile Lille Euralille,Lille, 2843,29,2,Superior Twin Room,2 single beds,8.2,Very good,"2,433 reviews",1.2 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/campanile-lille-euralille-xml.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=48712603_130795774_2_2_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=167&highlighted_blocks=48712603_130795774_2_2_0&hpos=17&no_rooms=1&sr_order=price&sr_pri_blocks=48712603_130795774_2_2_0__284300&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Studio de l'Imprimeur,Vieux Lille, 2871,29,2,One-Bedroom Apartment,1 large double bed,9.1,Superb,82 reviews,400 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/studio-de-l-39-imprimeur.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=118351301_194262794_2_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=168&highlighted_blocks=118351301_194262794_2_0_0&hpos=18&no_rooms=1&sr_order=price&sr_pri_blocks=118351301_194262794_2_0_0__287100&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Moxy Lille City,Lille Centre, 2873,29,2,"Moxy Sleeper Twin, Guest room, 2 Twin/Single Bed(s)",2 single beds,9.4,Superb,5 reviews,1.1 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/moxy-lille-city-center-france.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=604419203_251362391_0_1_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=169&highlighted_blocks=604419203_251362391_0_1_0&hpos=19&no_rooms=1&sr_order=price&sr_pri_blocks=604419203_251362391_0_1_0__287299&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy ap for 4pers,Lille Centre, 2897,29,2,Apartment,"3 beds(2 singles, 1 double)",,,,350 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superbe-appartement-2-chambres.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=642548802_265477930_4_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=170&highlighted_blocks=642548802_265477930_4_0_0&hpos=20&no_rooms=1&sr_order=price&sr_pri_blocks=642548802_265477930_4_0_0__289665&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy ap for 4pers,Lille Centre, 2897,29,2,Apartment,2 double beds,,,,350 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superbe-appartement-2-chambres-lille.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=642677502_265477861_4_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=171&highlighted_blocks=642677502_265477861_4_0_0&hpos=21&no_rooms=1&sr_order=price&sr_pri_blocks=642677502_265477861_4_0_0__289665&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Rihour,Lille Centre, 2951,29,2,One-Bedroom Apartment,3 double beds,6.7,Review score,3 reviews,350 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/rihour.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=619761402_242428208_2_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=172&highlighted_blocks=619761402_242428208_2_0_0&hpos=22&no_rooms=1&sr_order=price&sr_pri_blocks=619761402_242428208_2_0_0__295100&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Cozy flat near the Vieux-Lille - Welkeys,Lille Centre, 2963,29,2,Apartment,2 double beds,8,Very good,8 reviews,550 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/cozy-flat-near-the-vieux-lille.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=485907202_265506372_4_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=173&highlighted_blocks=485907202_265506372_4_0_0&hpos=23&no_rooms=1&sr_order=price&sr_pri_blocks=485907202_265506372_4_0_0__296316&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Kyriad Lille Centre Gares,Lille Centre, 2975,29,2,Twin Room,2 single beds,7,Good,700 reviews,400 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/kyriad-lille-centre-gares.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=23596_191421855_2_2_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=174&highlighted_blocks=23596_191421855_2_2_0&hpos=24&no_rooms=1&sr_order=price&sr_pri_blocks=23596_191421855_2_2_0__297500&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Apartment Relais Princesse,Vieux Lille, 2990,29,2,Double Room with Private Bathroom,1 large double bed,9,Superb,187 reviews,1.1 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/apartment-relais-princesse.en-gb.html?aid=356980&sid=7267e43e250c3936b430d7f72de8cfbb&all_sr_blocks=113912004_269910845_0_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=175&highlighted_blocks=113912004_269910845_0_0_0&hpos=25&no_rooms=1&sr_order=price&sr_pri_blocks=113912004_269910845_0_0_0__298980&srepoch=1605067297&srpvid=8bf01c50b80e0077&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Le Chat Qui Dort - Suites,Vieux Lille, 2990,29,2,Deluxe Apartment,"2 beds(1 sofa bed, 1 large double)",9.3,Superb,45 reviews,350 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/le-chat-qui-dort-suites.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=542433103_269045075_2_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=176&highlighted_blocks=542433103_269045075_2_0_0&hpos=1&no_rooms=1&sr_order=price&sr_pri_blocks=542433103_269045075_2_0_0__299049&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Brueghel,Lille Centre, 3031,29,2,Double Room with Bath,1 double bed,8.1,Very good,"1,248 reviews",300 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/brueghel.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=5378002_217336453_0_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=177&highlighted_blocks=5378002_217336453_0_0_0&hpos=2&no_rooms=1&sr_order=price&sr_pri_blocks=5378002_217336453_0_0_0__303099&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Centre - Nice and cozy flat 4pers 2bdr 2bathrooms,Lille Centre, 3051,29,2,Apartment,2 double beds,,,,400 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superbe-appart-2ch-2sdb.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=641808202_265477914_4_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=178&highlighted_blocks=641808202_265477914_4_0_0&hpos=3&no_rooms=1&sr_order=price&sr_pri_blocks=641808202_265477914_4_0_0__305114&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Cosy appartement proche Gares,Lille, 3062,29,2,Two-Bedroom Apartment,"3 beds(1 double, 2 sofa beds)",8.8,Fabulous,15 reviews,1.4 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/cosy-appartement-proche-gares.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=455735301_207457171_2_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=179&highlighted_blocks=455735301_207457171_2_0_0&hpos=4&no_rooms=1&sr_order=price&sr_pri_blocks=455735301_207457171_2_0_0__306230&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Charming flat at the heart of Old Lille close to stations - Welkeys,Vieux Lille, 3134,29,2,Apartment,"3 beds(2 singles, 1 extra-large double)",9.2,Superb,4 reviews,550 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/charming-flat-at-the-heart-of-old-lille-close-to-stations-welkeys.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=596704702_265506245_4_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=180&highlighted_blocks=596704702_265506245_4_0_0&hpos=5&no_rooms=1&sr_order=price&sr_pri_blocks=596704702_265506245_4_0_0__313421&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
HOTEL AMBASSADEUR,Lille Centre, 3161,29,2,Double Room,1 double bed,8.3,Very good,574 reviews,550 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/ambassadeur-lille.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=476227802_204799526_0_2_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=181&highlighted_blocks=476227802_204799526_0_2_0&hpos=6&no_rooms=1&sr_order=price&sr_pri_blocks=476227802_204799526_0_2_0__316100&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appartement 65 m2 rue piétonne de Lille,Lille Centre, 3190,29,2,Two-Bedroom Apartment,"3 beds(2 doubles, 1 sofa bed)",9,Superb,3 reviews,250 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-65-m2-rue-pietonne-de-lille-lille.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=660328101_270551062_2_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=182&highlighted_blocks=660328101_270551062_2_0_0&hpos=7&no_rooms=1&sr_order=price&sr_pri_blocks=660328101_270551062_2_0_0__318960&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Les Toquées Maison d'hôtes,Bois Blancs, 3217,29,2,Deluxe Double Room,1 large double bed,8.7,Fabulous,388 reviews,2 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/les-toquees.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=209416307_95770111_0_2_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=183&highlighted_blocks=209416307_95770111_0_2_0&hpos=8&no_rooms=1&sr_order=price&sr_pri_blocks=209416307_95770111_0_2_0__321668&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appart'City Confort Lille - Euralille,Lille, 3227,29,2,Twin Studio New Generation,2 single beds,8.1,Very good,494 reviews,1.2 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appart-city-cap-affaires-lille.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=22870320_88922115_0_1_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=184&highlighted_blocks=22870320_88922115_0_1_0&hpos=9&no_rooms=1&sr_order=price&sr_pri_blocks=22870320_88922115_0_1_0__322700&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Homey house with garden close to the center of Lille Welkeys,Fives, 3296,29,2,Holiday Home,"4 beds(2 singles, 1 sofa bed, 1 large double)",,,,2.1 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/homey-house-with-garden-close-to-the-center-of-lille-welkeys.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=676431602_276231547_6_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=185&highlighted_blocks=676431602_276231547_6_0_0&hpos=10&no_rooms=1&sr_order=price&sr_pri_blocks=676431602_276231547_6_0_0__329568&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC - Le jardin du prefet,Vauban, 3314,29,2,Apartment,"4 beds(1 single, 1 double, 2 sofa beds)",7.2,Good,33 reviews,1.2 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/le-jardin-du-prefet.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=339124001_279079693_0_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=186&highlighted_blocks=339124001_279079693_0_0_0&hpos=11&no_rooms=1&sr_order=price&sr_pri_blocks=339124001_279079693_0_0_0__331439&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Charming studio close to train stations near Old Lille Welkeys,Lille Centre, 3317,29,2,Studio,"3 beds(1 sofa bed, 2 large doubles)",5,Review score,3 reviews,500 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/charming-studio-close-to-train-stations-near-old-lille-welkeys.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=654160202_267047177_6_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=187&highlighted_blocks=654160202_267047177_6_0_0&hpos=12&no_rooms=1&sr_order=price&sr_pri_blocks=654160202_267047177_6_0_0__331749&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Hotel De La Treille,Vieux Lille, 3350,29,2,Double Room,1 double bed,8.4,Very good,819 reviews,450 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/hoteldelatreillelille.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=5134015_88918607_0_2_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=188&highlighted_blocks=5134015_88918607_0_2_0&hpos=13&no_rooms=1&sr_order=price&sr_pri_blocks=5134015_88918607_0_2_0__334980&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
A l'Origine,Fives, 3350,29,2,Superior Double Room,1 large double bed,8.1,Very good,340 reviews,2.1 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/a-l-origine.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=54732203_225292020_2_1_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=189&highlighted_blocks=54732203_225292020_2_1_0&hpos=14&no_rooms=1&sr_order=price&sr_pri_blocks=54732203_225292020_2_1_0__334999&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
APPARTEMENT CONFORT VIEUX-LILLE,Vieux Lille, 3393,29,2,Superior Apartment,"2 beds(1 sofa bed, 1 large double)",8.8,Fabulous,12 reviews,950 m,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-confort-vieux-lille.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=520895701_182136856_2_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=190&highlighted_blocks=520895701_182136856_2_0_0&hpos=15&no_rooms=1&sr_order=price&sr_pri_blocks=520895701_182136856_2_0_0__339300&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Maison Victor Hugo,Moulins, 3451,29,2,Double Room with Balcony,1 large double bed,9.2,Superb,13 reviews,1.7 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/maison-victor-hugo-lille.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=235559901_142389230_0_2_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=191&highlighted_blocks=235559901_142389230_0_2_0&hpos=16&no_rooms=1&sr_order=price&sr_pri_blocks=235559901_142389230_0_2_0__345100&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Charming and cosy house with terrace and garden in Lille-Sud - Welkeys,Lille Sud, 3477,29,2,Holiday Home,"3 beds(1 double, 1 extra-large double, 1 sofa bed)",8.3,Very good,4 reviews,2.8 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/charming-and-cosy-house-with-terrace-and-garden-in-lille-sud-welkeys.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=630899202_265504917_5_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=192&highlighted_blocks=630899202_265504917_5_0_0&hpos=17&no_rooms=1&sr_order=price&sr_pri_blocks=630899202_265504917_5_0_0__347691&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Old Town Nice functional and Loft-style ap for 5pers,Vieux Lille, 3478,29,2,Apartment,"3 beds(1 single, 1 double, 1 sofa bed)",,,,1.3 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/vieux-lille-superbe-appart-esprit-loft.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=641879602_265477917_5_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=193&highlighted_blocks=641879602_265477917_5_0_0&hpos=18&no_rooms=1&sr_order=price&sr_pri_blocks=641879602_265477917_5_0_0__347783&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Luxurious familial flat in central Lille close to Solferino - Welkeys,Wazemmes, 3485,29,2,Apartment,"3 beds(1 double, 2 sofa beds)",,,,1.1 km,Tuesday 1 June 2021,Wednesday 30 June 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/luxurious-familial-flat-in-central-lille-close-to-solferino-welkeys.en-gb.html?aid=356980&sid=2635e217a7c243fc1f7300a53fef8498&all_sr_blocks=619358902_265508303_6_0_0&checkin=2021-06-01&checkout=2021-06-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=194&highlighted_blocks=619358902_265508303_6_0_0&hpos=19&no_rooms=1&sr_order=price&sr_pri_blocks=619358902_265508303_6_0_0__348450&srepoch=1605067301&srpvid=42c51c52868600c5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
